Record Number,Publication Info.,Call No.,Horizon checkouts,Old in-house uses,Checkout Date,Standard No.,Title,CNY,Only at Pratt,Held at other library
i1031829x,"Cambridge, Mass., Harvard University Press, 1938-63 [v. 10, 1962]",500 P72N,3,,  -  -    ,,"Natural history, with an English translation by H. Rackham.",,,
i10318434,"New York, Random House [1966]",327.73 F962A,1,,  -  -    ,,The arrogance of power; by J. William Fulbright.,,,
i10318471,Antioch Press [1957],372.21 C972S,5,1,  -  -    ,,Story telling for you.,ONLY PRATT,,
i10318549,"London, New York, Abelard-Schuman [1966]",338.19 L163,6,,  -  -    ,,The hunger to come.,,,
i10318653,"New York, Wiley [1972]",510 W712,3,,  -  -    ,471946613,"Mathematics, the alphabet of science [by] Margaret F. Willerding [and] Ruth A. Hayward.",,,
i1031877x,"Westport, Conn., Greenwood Press [1971, c1959]",370.1 H236,9,2,  -  -    ,837156025,John Dewey's challenge to education; historical perspectives on the cultural context. Foreword by Arthur G. Wirth.,,,
i1031894x,"New York, Random House [1972]",301.31 D737,6,,  -  -    ,0394472241 $5.95,The three hundred year war: a chronicle of ecological disaster [by] William O. Douglas.,X,,
i10318987,"New York, American Academic Association for Peace in the Middle East, c1971.",320.9569 A658,3,1,  -  -    ,,Arab nationalism and a wider world [by] Sylvia G. Haim [and others] Edited by Sylvia G. Haim.,,,
i10319074,"Blue Ridge Summit, Pa., G/L Tab Books [1972]",070.19 S584,7,,  -  -    ,0830625356 $9.95,"Guide to professional radio & TV newscasting, by Robert C. Siller.",X,,
i10319232,"Garden City, N.Y., Doubleday, 1972.",301.243 W751,4,,  -  -    ,$10.00,Passion to know: the world's scientists [by] Mitchell Wilson.,,,
i10319256,"New York, McGraw-Hill, 1957.",530.15 M625,1,,  -  -    ,,"Applied mathematics in chemical engineering [by] Harold S. Mickley, Thomas K. Sherwood [and] Charles E. Reed.",,,
i10319293,"New York, Harcourt, Brace and company [c1940]",330.973 S653N2,7,1,  -  -    ,,"North America; its people and the resources, development, and prospects of the continent as the home of man [by] J. Russell Smith [and] M. Ogden Phillips.",,,
i10319347,"New York, H. Holt and Company, 1917.",429 B76A,3,,  -  -    ,,"An Anglo-Saxon reader, ed., with notes, a complete glossary, a chapter on versification and an outline of Anglo-Saxon grammar, by James W. Bright ...",,,
i10319463,"New York, Knopf, 1956.",425 L793A,0,,  -  -    ,,American English in its cultural setting [by] Donald J. Lloyd and Harry R. Warfel.,,,
i10319475,Ginn and company [c1913],425 K62A1,4,2,  -  -    ,,An advanced English grammar.,,,
i10319505,"Cambridge, Harvard University Press, 1962.",428.24 C645,3,,  -  -    ,,English as a foreign language; grammar and syntax for teachers and advanced students.,X,,
i10319554,"New York, Harcourt, Brace & World [1968]",400 R516,0,,  -  -    ,,So much nearer; essays toward a world English [by] I. A. Richards.,,,
i10319694,"New York, Appleton-Century-Crofts [1957]",420.9 B347,0,,  -  -    ,,A history of the English language.,,,
i10319700,"New York, Knopf, 1963.",420.9 B655,0,1,  -  -    ,,A linguistic introduction to the history of English [by] Morton W. Bloomfield & Leonard Newmark.,,,
i10319761,"New York, Harcourt, Brace and Company [c1935]",326 D816B,1,,  -  -    ,,"Black reconstruction; an essay toward a history of the part which black folk played in the attempt to reconstruct democracy in America, 1860-1880, by W. E. Burghardt Du Bois ...",,,
i10319864,"London and New York, Longmans, Green, and co., 1891.",204 N553,0,,  -  -    ,,"Essays, critical and historical, by John Henry cardinal Newman.",,,
i10319876,"London and New York, Longmans, Green, and co., 1891.",204 N553,0,,  -  -    ,,"Essays, critical and historical, by John Henry cardinal Newman.",,,
i10319967,"New York, Da Capo Press, 1968.",322.4 F363,10,,  -  -    ,4.95,"In opposition; images of American dissent in the sixties, by Benedict J. Fernandez. Pref. by Aryeh Neier.",,,
i10320064,"Ann Arbor, University of Michigan Press [1964]",426 G878,3,,  -  -    ,,Sound and form in modern poetry; a study of prosody from Thomas Hardy to Robert Lowell [by] Harvey Gross.,,,
i10320362,"New York, Macmillan [1963]",423 P275,1,,  -  -    ,,The gentle art of lexicography as pursued and experienced by an addict.,,,
i10320441,"New York, Wiley [1950]",311.22 D381S,0,,  -  -    ,,Some theory of sampling.,,,
i10320465,"New York, F. Ungar Pub. Co. [1960]",427.97 K89E2,,,  -  -    ,,The English language in America.,,,
i10320477,"New York, F. Ungar Pub. Co. [1960]",427.97 K89E2,,1,  -  -    ,,The English language in America.,,,
i10320842,Van Nostrand [1963],540.8 K89,1,,  -  -    ,,Russian-English chemical reader.,X,,
i1032088x,"New York, Free Press [1972]",333.77 A569,8,,  -  -    ,,Urban land use policy: the central city. Edited by Richard B. Andrews.,,,
i10320969,"New York, Wiley [1972]",519.77 G231,3,,  -  -    ,471291951,Integer programming [by] Robert S. Garfinkel [and] George L. Nemhauser.,,,
i10321111,"Cambridge, Mass., M.I.T. Press [1972]",309.26 M647,4,,  -  -    ,0262130823 $15.00,"Innovation in new communities [by] Brown Miller, Neil J. Pinney [and] William S. Saslow.",X,,
i10321147,"New York, Saturday Review Press [1972]",335 H311,3,,  -  -    ,0841501416 $12.50,Socialism.,X,,
i10321214,[Chicago] University of Chicago Press [1958],186.4 B834P,2,,  -  -    ,,The philosophy of Plotinus. Translated by Joseph Thomas.,,,
i10321263,"Englewood Cliffs, N. J., Prentice-Hall [1969]",301.451 K13,1,3,  -  -    ,,"Race and poverty; the economics of discrimination, edited by John F. Kain.",,,
i10321597,"New York, Chemical Pub. Co., 1967.",660.283 S354,3,,  -  -    ,,"Practical manual of chemical plant equipment, by Robert G. Schmidt.",,,
i10321639,"Englewood Cliffs, N.J. : Prentice-Hall, c1978.",420.9 B347H3,2,1,  -  -    ,0133892395 : $11.95,"A history of the English language / Albert C. Baugh, Thomas Cable.",X,,
i10321664,"New York, G.P. Putnam's Sons, 1940.",355 N632A,7,,  -  -    ,,"The armed horde, 1793-1939; a study of the rise, survival and decline of the mass army, by Hoffman Nickerson ...",,,
i10321901,"New York, Seabury Press [1968]",231.7 S413,2,,  -  -    ,3.95,"The kingdom of God and primitive Christianity. Edited, with an introd. by Ulrich Neuenschwander. Translated by L. A. Garrard.",,,
i10321950,"New York, Academic Press, 1964.",541.39 S293,20,,  -  -    ,,Chemical transport reactions. Translated by Hans Frankfort.,,,
i10322322,"Cleveland, H. Allen [1958]",330.1 B763S,5,,  -  -    ,,The skills of the economist.,,,
i10322346,"New York, McGraw-Hill [1972]",660.2842 G813,8,,  -  -    ,70243514,Transfer operations [by] R. A. Greenkorn [and] D. P. Kessler.,,,
i10322504,"New York, J. Wiley [1972]",658.4035 C284,2,,  -  -    ,471134856,Introduction to gaming: management decision simulations [by] John G. H. Carlson [and] Michael J. Misshauk.,,,
i10322553,"Boston, Allyn and Bacon [1972]",370.15 H198,3,,  -  -    ,,Human dynamics in psychology and education; selected readings [compiled by] Don E. Hamachek.,,,
i10322656,"New York, Harper [1949]",396 R670W,1,,  -  -    ,,Women are here to stay; the durable sex in its infinite variety through half a century of American life.,,,
i1032267x,"New York, Wiley [1965]",519.9 B885S2,3,,  -  -    ,,Statistical theory and methodology in science and engineering [by] K. A. Brownlee.,,,
i10322681,"Indianapolis, Bobbs-Merrill [1967]",301.08 W259,0,,  -  -    ,,Lester Ward and the welfare state. Edited by Henry Steele Commager.,,,
i10322735,"Garden City, N.Y., Doubleday [1961]",327.47 F597,2,,  -  -    ,,"The cold war and its origins, 1917-1960.",,,
i10322772,"New York, McGraw-Hill [1964]",301 M392,7,1,  -  -    ,,"Selected writings in sociology & social philosophy. Newly translated by T. B. Bottomore. Edited, with an introd. and notes, by Mr. Bottomore and Maximilien Rubel, and with a foreword by Erich Fromm.",,,
i10322838,"Glencoe, Ill., Free Press [1956]",330.1 P271,0,,  -  -    ,,"Economy and society; a study in the integration of economic and social theory, by Talcott Parsons and Neil J. Smelser.",,,
i10322875,Notre Dame [Ind.] University of Notre Dame Press [1966],194 M342,1,,  -  -    ,,Challenges and renewals; selected readings. Edited by Joseph W. Evans and Leo R. Ward.,,,
i10322899,"New York, H. Fertig, 1967.",301.2 S714,1,,  -  -    ,,"The sociology of revolution, by Pitirim A. Sorokin.",,,
i10322929,"New York, Abingdon Press [1961]",261.8 M946,2,,  -  -    ,,Methodism and society in the twentieth century. Edited by the Board of Social and Economic Relations of the Methodist Church.,,,
i10322930,"Garden City, N.Y., Doubleday, 1969.",146.4 J29W,2,,  -  -    ,7.95,The radical empiricism of William James [by] John Wild.,,,
i10322978,"New York, London [etc.] Longmans, Green and Co., 1940.",330.1 W624H,3,,  -  -    ,,"A history of economic ideas, by Edmund Whittaker ...",,,
i10323107,"Chicago, University of Chicago Press [1964]",355 J34,1,,  -  -    ,,The military in the political development of new nations; an essay in comparative analysis.,,,
i10323119,"New York, Oxford University Press, 1960.",327.47 D486G,2,,  -  -    ,,The great contest: Russia and the west.,,,
i10323351,"Berkeley, University of California Press, 1969.",338.763 S947,4,,  -  -    ,$5.95,Sensei and his people; the building of a Japanese commune [by] Yoshie Sugihara and David W. Plath.,,,
i10323387,"New York, Science Editions [1962,c1950]",330.1 B763,0,,  -  -    ,,A reconstruction of economics.,,,
i10323466,"Brooklyn, Published by a Women's auxiliary, Brooklyn botanic garden, 1937.",641.5 E93A,1,1,  -  -    ,,"Acetaria; a discourse of sallets, by John Evelyn.",,,
i10323600,"New Haven, Yale University Press, 1963.",352.07468 P778,0,,  -  -    ,,Community power and political theory.,,,
i10323612,"New York, Fordham University Press [1962]",330.156 W948,3,,  -  -    ,,The Keynesian system.,,,
i10323673,"London, Macmillan, 1971.",370.193 P857,6,,  -  -    ,0333108825 L.1.35 ($4.75 U.S.),The school and the community [by] C. D. Poster.,ONLY PRATT,,
i10323752,"Chicago, H. Regnery Co. [1966, c1965]",330.153 K63,1,,  -  -    ,,The invisible hand; a collection of essays on the economic philosophy of free enterprise.,X,,
i10324148,"New York, J. Day Co. [1956]",331 M998W,1,,  -  -    ,,What do you know about labor? [By] James Myers [and] Harry W. Laidler.,,,
i10324173,"Philadelphia, Westminster Press [1949]",232 D544,1,,  -  -    ,,Jesus; translated by Charles B. Hedrick and Frederick C. Grant.,,,
i10324276,"New York : Viking Press, [1978]",365.3 C753,1,,  -  -    ,0670414999 : $10.00,Kolyma : the Arctic death camps / Robert Conquest.,X,,
i10324288,"New York, Random House [1957]",575 E36I,3,,  -  -    ,,The immense journey.,,,
i10324525,"New York, Praeger Publishers [1972]",379.153 G536L,0,,  -  -    ,$10.00,Local control in education: three demonstration school districts in New York City [by] Marilyn Gittell with Maurice R. Berube [and others].,,,
i10324616,"New York, The Dryden press, 1946.",398.2 T476F,2,,  -  -    ,,"The folktale, by Stith Thompson.",,,
i10324835,"London, New York [etc.] published for the Institute of Race Relations [by] Oxford U.P., 1966.",301.2959 H945,4,,  -  -    ,,"South-East Asia--race, culture and nation.",,,
i10324860,"New York, Columbia University Press, 1968.",320.9497 S559,3,,  -  -    ,,Communism and the Yugoslav national question.,,,
i10324902,"New York, Blakiston Division, 1957.",394.8 S558C,3,1,  -  -    ,,"Clues to suicide, edited by Edwin S. Shneidman [and] Norman L. Farberow. Foreword by Karl A. Menninger.",,,
i10325165,"Chicago, University of Chicago Press [1972]",658.4 L439,2,1,  -  -    ,0226469824 $10.00,"Managerial psychology; an introduction to individuals, pairs, and groups in organizations [by] Harold J. Leavitt.",X,,
i10325281,"New York, Harper [c1960]",371.59 K66C2,3,,  -  -    ,,College student government. Foreword by Samuel B. Gould.,X,,
i10325517,"Columbia, University of Missouri Press [1972]",091 G599,3,1,  -  -    ,0826201024 $25.00,"The Gottingen model book; a facsimile edition and translations of a fifteenth-century illuminators' manual. Edited, with commentary, by Hellmut Lehmann-Haupt.",X,,
i10325724,"New York, Ronald Press Co. [1972]",658.8 D262M3,4,,  -  -    ,,Marketing management [by] Kenneth R. Davis.,,,
i10325839,"New York : Basic Books, c1972.",500 A832I3,3,,  -  -    ,0465004725 : $15.00,Asimov's Guide to science / by Isaac Asimov.,X,,
i10325840,"New York, F. A. Praeger [1968]",340 C753,0,,  -  -    ,,"Justice and the legal system in the U.S.S.R., edited by Robert Conquest.",,,
i10325852,[Boston] Iskcon Press [1969],294.5 B575S,1,,  -  -    ,,"Sri Isopanisad; the knowledge that brings one nearer to the supreme personality of Godhead, Krsna, with original Sanskrit text, Roman transliteration, English equivalents, translation and elaborate purports, by A.C. Bhaktivedanta Swami Prabhupada.",,,
i10326145,"New York, G. Braziller, 1961.",284 D926,11,,  -  -    ,,Protestantism.,,,
i10326480,"New York, Hawthorn Books [1960]","230.2 T971, v.12",2,1,  -  -    ,,Medieval Christian philosophy; translated from the French by S. J. Tester.,,,
i10326522,"New York, Hawthorn Books [1961]","230.2 T971, v.13",0,,  -  -    ,,The basis of belief.,,,
i1032673x,"New York, J. Day Co. [1953]",323.4 H781H,1,,  -  -    ,,"Heresy, yes--conspiracy, no!",,,
i10326765,Cambridge [1949],378.744 H339,6,,  -  -    ,,"Education, bricks and mortar; Harvard buildings and their contribution to the advancement of learning.",,,
i10326947,"New York, Macmillan Co., 1949.",301.451 F848NE,0,,  -  -    ,,The Negro in the United States.,,,
i10326959,"New York, Macmillan Co., 1949.",301.451 F848NE,2,,  -  -    ,,The Negro in the United States.,,,
i10326960,"New York, Macmillan Co., 1949.",301.451 F848NE,,,  -  -    ,,The Negro in the United States.,,,
i10326984,"New York, Harper [1949]",338.91 R824S,1,,  -  -    ,,"Strategy for liberals, the politics of the mixed economy.",,,
i10327009,"New York, McGraw-Hill, 1957.",136.73 S897,1,,  -  -    ,,The adolescent views himself; a psychology of adolescence. Drawings by Sally Donaldson.,,,
i10327642,"New York, Hawthorn Books [1958]","230.2 T971, v.60",4,,  -  -    ,,What is the Bible? Translated from the French by J. R. Foster.,,,
i1032771x,"New York, Hawthorn books [1960]","230.2 T971, v.66",2,,  -  -    ,,The Prophets; translated from the French by Rachel Attwater.,,,
i10327782,"Boston, New York, Houghton Mifflin Company, 1932.",330.973 B368,2,,  -  -    ,,"America faces the future, edited by Charles A. Beard ...",,,
i10327800,"New York, Hawthorn Books [1960]","230.2 T971, v.74",1,1,  -  -    ,,Christian beginnings; Translated by P.J.Hepburne-Scott.,,,
i10327812,"New York, Hawthorn Books [1960]","230.2 T971, v.75",2,,  -  -    ,,The Dawn of the Middle Ages; translated from the French by Finbar Murphy.,,,
i10327824,"New York, Hawthorn Books [1960]","230.2 T971, v.76",2,1,  -  -    ,,The early middle ages. Translated from the French by S.Taylor.,,,
i10327836,"New York, Hawthorn Books [1960]","230.2 T971, v.77",1,,  -  -    ,,The Later middle ages. Translated from the French by S.Taylor.,,,
i1032785x,"New York, Hawthorn Books [1961]","230.2 T971, v.82",0,,  -  -    ,,The ecumenical councils.,,,
i10328051,"New York, Hawthorn Books [1961]","230.2 T971, v.90",0,,  -  -    ,,Christianity and economics.,,,
i10328063,"New York, Dutton, 1963.",329.3 P737,1,,  -  -    ,,"Plunkitt of Tammany Hall; a series of very plain talks on very practical politics, delivered by ex-Senator George Washington Plunkitt, the Tammany philosopher, from his rostrum--the New York County court house bootblack stand. Introd. by Arthur Mann.",,,
i10328142,"New York, Harper [1962]",327.73 K89,0,,  -  -    ,,The grand design: from Common Market to Atlantic partnership.,,,
i10328221,"New York, The Vanguard Press [c1941]",323.445 I17F,1,,  -  -    ,,"Freedom of the press today; a clinical examination by 28 specialists, assembled, with an introduction, by Harold L. Ickes.",,,
i10328245,"Boston, New York [etc.] Houghton Mifflin Company [c1927]",071 B64,0,,  -  -    ,,"Main currents in the history of American journalism, by Willard Grosvenor Bleyer ...",,,
